account_holder_name,bank_name,type,currency,location,previous_location,device,amount,balance,txn_count_last_1hr,txn_count_last_24hr,avg_txn_amount_30days,distance_from_last_txn_km,account_age_days,is_new_location,is_new_device,is_vpn_or_proxy,ip_matches_location,is_international,is_first_time_receiver,merchant_category,transaction_mode,ip_risk_tag,risk_score,risk_level,is_fraud,fraud_reason,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10,r11,r12,r13,r14
Neha Sharma,Kotak,debit,INR,Lucknow,Indore,MacBook,1382.09,28633.36,1,4,1346,42,1674,0,0,0,1,0,0,grocery,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjali Desai,IndusInd,debit,CAD,Frankfurt,Noida,Android,27207,468208,2,5,8000.0,5933,1152,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(5933km) | R07:NewDeviceDetected(Android) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=CAD),0,0,0,0,0,1,1,1,1,0,0,0,0,0
Abhishek Nair,HDFC,debit,INR,Hyderabad,Chandigarh,Linux Desktop,2179.17,24793.68,2,4,2868,31,2102,0,0,0,1,0,0,healthcare,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divya Menon,Federal Bank,debit,INR,Gurgaon,Kolkata,Android,2291.86,26213.44,2,0,2603,28,424,0,0,0,1,0,0,entertainment,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,SBI,debit,INR,Chennai,Bhopal,iPad,3233.68,43244.72,0,3,2875,8,2168,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Canara Bank,debit,INR,Nagpur,Noida,Linux Desktop,1884.83,16316.32,1,3,5996,7,936,0,0,0,1,0,0,insurance,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,SBI,debit,INR,Surat,Indore,Desktop,3752.87,16294.48,1,0,6880,8,806,0,0,0,1,0,0,retail,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarav Shah,IDBI,debit,INR,Pune,Delhi,Windows Phone,5042.78,35471.12,2,0,6412,47,810,0,0,0,1,0,0,education,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Union Bank,debit,INR,Kolkata,Ahmedabad,MacBook,6611.03,46727.12,2,3,6313,1,454,0,0,0,1,0,0,education,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neha Sharma,HDFC,debit,INR,Lucknow,Gurgaon,iPhone,2175.3,32257.2,1,2,7088,32,1183,0,0,0,1,0,0,utilities,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,HDFC,debit,INR,Surat,Bangalore,Desktop,6098.84,25729.36,1,1,5860,109,1277,1,0,0,1,0,0,insurance,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,IDFC First,debit,INR,Patna,Kolkata,ATM,8830.61,46333.44,0,0,7133,18,1056,0,0,0,1,0,0,insurance,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neha Sharma,PNB,debit,USD,Amsterdam,Mumbai,iPhone,70000.0,71400.0,12,30,5000.0,3281,9,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=70000) | R02:OddHours(hour=1) | R03:BalanceDrain(=98%) | R04:RapidFire(12txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(3281km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(70000) | R11:AmountSpike(14xAvg) | R12:NewAccountLargeTransfer(age=9days) | R13:HighDailyVolume(30txns) | R14:RoundAmountStructuring(70000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Aarav Shah,HDFC,debit,INR,Chennai,Indore,MacBook,2024.55,17259.2,1,5,1834,12,2065,0,0,0,1,0,0,travel,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Agarwal,Bank of Baroda,debit,INR,Kolkata,Kolkata,iPad,61328,150287,3,8,2000.0,0,6,0,0,1,0,0,1,gambling,IMPS,DATACENTER,10.0,CRITICAL,1,R01:HighAmount(=61328) | R05:GamblingMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(61328) | R11:AmountSpike(31xAvg) | R12:NewAccountLargeTransfer(age=6days),1,0,0,0,1,0,0,1,0,1,1,1,0,0
Siddharth Malhotra,Bank of Baroda,debit,INR,Hyderabad,Surat,iPad,1048.44,10152.76,1,3,1144,66,1440,1,0,0,1,0,0,food,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Saxena,Axis,debit,INR,Kochi,Ahmedabad,Linux Desktop,4472.92,63906.68,2,3,6899,3,1317,0,0,0,1,0,0,food,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,RBL Bank,debit,INR,Gurgaon,Chennai,MacBook,7364.33,76582.32,1,0,6078,2,454,0,0,0,1,0,0,entertainment,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Verma,Federal Bank,debit,INR,Bhubaneswar,Delhi,iPad,1373.8,46587.2,2,0,1164,45,2152,0,0,0,1,0,0,education,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,Bank of Baroda,debit,INR,Bhubaneswar,Ahmedabad,ATM,7566.05,66917.2,0,5,7215,99,766,1,0,0,1,0,0,utilities,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhishek Nair,IDBI,debit,INR,Bhopal,Chandigarh,Web,2061.88,17219.52,1,1,1587,19,916,0,0,0,1,0,0,food,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,Kotak,debit,INR,Nagpur,Lucknow,iPhone,5229.6,48352.4,0,2,6200,4,1258,0,0,0,1,0,0,entertainment,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddharth Malhotra,RBL Bank,debit,INR,Ahmedabad,Ahmedabad,iPhone,17972,289585,10,26,3000.0,0,272,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(10txns/hr) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R11:AmountSpike(6xAvg) | R13:HighDailyVolume(26txns),0,0,0,1,0,0,1,1,0,0,1,0,1,0
Yash Agarwal,IDFC First,debit,USD,Seoul,Ahmedabad,iPhone,67000.0,68340.0,14,28,5000.0,5196,6,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=67000) | R02:OddHours(hour=3) | R03:BalanceDrain(=98%) | R04:RapidFire(14txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(5196km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(67000) | R11:AmountSpike(13xAvg) | R12:NewAccountLargeTransfer(age=6days) | R13:HighDailyVolume(28txns) | R14:RoundAmountStructuring(67000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Neha Sharma,Federal Bank,debit,INR,Surat,Indore,Desktop,2049.36,37917.44,1,1,2871,20,559,0,0,0,1,0,0,utilities,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neha Sharma,IndusInd,debit,INR,Jaipur,Kochi,Android,1482.22,6755.88,1,2,1648,20,2080,0,0,0,1,0,0,food,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Yes Bank,debit,INR,Nagpur,Bangalore,ATM,4090.07,52298.28,0,3,5155,14,1895,0,0,0,1,0,0,utilities,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,SBI,debit,INR,Gurgaon,Chennai,Android,5472.56,31621.24,2,2,6351,112,815,1,0,0,1,0,0,healthcare,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shreya Bose,IDBI,debit,INR,Lucknow,Bhopal,Windows Phone,1407.64,32038.56,1,0,2494,25,1078,0,0,0,1,0,0,education,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddharth Malhotra,Bank of Baroda,debit,INR,Kochi,Bhopal,ATM,4094.86,44077.44,1,4,6263,34,2275,0,0,0,1,0,0,utilities,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneha Pillai,IDBI,debit,INR,Ahmedabad,Gurgaon,iPad,1439.3,35435.2,2,5,2004,134,569,1,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meera Nair,IndusInd,debit,INR,Patna,Bhopal,Web,9213.44,52936.76,1,2,7388,16,1658,0,0,0,1,0,0,entertainment,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Tiwari,RBL Bank,debit,INR,Ahmedabad,Ahmedabad,Android,99000.0,103950.0,1,3,6600.0,0,293,0,0,0,1,0,1,electronics,UPI,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=99000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(99000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(99000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Diya Mehta,IDFC First,debit,INR,Surat,Kolkata,iPhone,2214.5,45172.0,2,3,5957,39,1669,0,0,0,1,0,0,education,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,Bank of Baroda,debit,INR,Chandigarh,Indore,Windows Phone,714.82,27718.28,1,0,1363,2,1455,0,0,0,1,0,0,grocery,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikhil Bansal,PNB,debit,INR,Hyderabad,Hyderabad,Web,95000.0,99750.0,1,3,6333.33,0,281,0,0,0,1,0,1,electronics,UPI,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=95000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(95000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(95000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Aarav Shah,Canara Bank,debit,INR,Noida,Bhopal,ATM,7310.12,71424.48,0,3,7353,12,2297,0,0,0,1,0,0,healthcare,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,Canara Bank,debit,INR,Chandigarh,Bangalore,Web,2411.59,48732.36,2,5,5900,13,1685,0,0,0,1,0,0,grocery,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,IDFC First,debit,INR,Ahmedabad,Hyderabad,Web,2439.39,44139.56,0,4,2135,35,1347,0,0,0,1,0,0,retail,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,SBI,debit,INR,Noida,Lucknow,Linux Desktop,4848.65,66659.6,2,5,3862,3,904,0,0,0,1,0,0,utilities,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,PNB,debit,INR,Indore,Indore,Android,844.24,33944.96,2,0,1141,26,1348,0,0,0,1,0,0,entertainment,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,RBL Bank,debit,INR,Delhi,Nagpur,Smart TV,572.68,18290.72,1,2,1810,8,577,0,0,0,1,0,0,healthcare,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,Yes Bank,debit,INR,Indore,Mumbai,ATM,3978.91,41941.64,0,5,4607,18,2286,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Saxena,SBI,debit,INR,Indore,Bhubaneswar,MacBook,3001.72,21503.88,1,3,4719,26,1298,0,0,0,1,0,0,entertainment,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,HDFC,debit,INR,Nagpur,Chennai,Desktop,4251.81,49441.24,2,0,3319,45,717,0,0,0,1,0,0,electronics,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Agarwal,IndusInd,debit,INR,Kolkata,Jaipur,iPad,3738.22,55344.88,1,1,4980,23,677,0,0,0,1,0,0,insurance,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram Rao,Canara Bank,debit,INR,Gurgaon,Bhubaneswar,Desktop,3783.95,54752.8,0,3,3822,0,572,0,0,0,1,0,0,insurance,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Saxena,IDFC First,debit,INR,Nagpur,Chandigarh,Smart TV,2376.31,31172.24,0,3,2545,26,1780,0,0,0,1,0,0,retail,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Reddy,Yes Bank,debit,INR,Patna,Jaipur,Web,7037.88,77111.52,1,2,5500,42,952,0,0,0,1,0,0,food,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shreya Bose,RBL Bank,debit,INR,Bangalore,Indore,Smart TV,6338.23,36959.92,1,2,5102,31,1882,0,0,0,1,0,0,food,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,ICICI,debit,INR,Surat,Gurgaon,Desktop,2110.28,31761.12,2,5,5881,48,370,0,0,0,1,0,0,education,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,PNB,debit,INR,Patna,Chennai,iPhone,4350.89,30192.56,2,2,3531,0,882,0,0,0,1,0,0,education,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,Bank of Baroda,debit,INR,Patna,Nagpur,Windows Phone,1169.91,19317.64,0,3,1175,15,2119,0,0,0,1,0,0,electronics,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneha Pillai,Union Bank,debit,INR,Gurgaon,Gurgaon,MacBook,18177,250688,10,22,3000.0,0,136,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(10txns/hr) | R07:NewDeviceDetected(MacBook) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R11:AmountSpike(6xAvg) | R13:HighDailyVolume(22txns),0,0,0,1,0,0,1,1,0,0,1,0,1,0
Yash Agarwal,IDBI,debit,INR,Jaipur,Chandigarh,Android,7312.01,55127.04,1,1,6894,4,1735,0,0,0,1,0,0,grocery,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meera Nair,Bank of Baroda,debit,INR,Gurgaon,Mumbai,iPhone,1767.27,40021.08,1,0,4895,109,886,1,0,0,1,0,0,entertainment,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Verma,Kotak,debit,INR,Kochi,Pune,iPad,3025.45,46824.8,1,1,3607,14,1933,0,0,0,1,0,0,grocery,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,ICICI,debit,INR,Bhopal,Bhopal,Android,29820,41748,1,2,2982,0,1167,0,0,0,1,0,1,electronics,NEFT,CLEAN,4.5,MEDIUM,0,R10:NewReceiverHighAmount(29820) | R11:AmountSpike(10xAvg),0,0,0,0,0,0,0,0,0,1,1,0,0,0
Pooja Iyer,Kotak,debit,INR,Noida,Noida,Windows Phone,87000.0,91350.0,1,3,5800.0,0,563,0,0,0,1,0,1,electronics,RTGS,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=87000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(87000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(87000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Tanmay Kulkarni,Yes Bank,debit,INR,Indore,Jaipur,Desktop,2568.51,12626.04,1,3,2564,34,1645,0,0,0,1,0,0,travel,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meera Nair,Union Bank,debit,INR,Bangalore,Chandigarh,Web,2567.56,28689.24,1,0,2783,49,611,0,0,0,1,0,0,education,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneha Pillai,SBI,debit,INR,Noida,Noida,ATM,3284.11,28177.44,0,2,6741,44,1676,0,0,0,1,0,0,retail,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divya Menon,Axis,debit,INR,Delhi,Indore,iPad,4207.71,19540.84,2,2,6691,20,586,0,0,0,1,0,0,electronics,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ananya Mishra,HDFC,debit,INR,Delhi,Chennai,iPhone,3240.88,27827.52,1,5,7164,28,771,0,0,0,1,0,0,healthcare,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,RBL Bank,debit,INR,Nagpur,Noida,Desktop,2389.5,16171.0,0,1,4030,50,1232,1,0,0,1,0,0,healthcare,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Kotak,debit,INR,Hyderabad,Nagpur,Smart TV,1878.39,31811.56,1,5,5752,41,505,0,0,0,1,0,0,entertainment,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Tiwari,Kotak,debit,INR,Jaipur,Jaipur,Smart TV,66629,158991,3,8,2000.0,0,10,0,0,1,0,0,1,gambling,IMPS,DATACENTER,10.0,CRITICAL,1,R01:HighAmount(=66629) | R05:GamblingMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(66629) | R11:AmountSpike(33xAvg) | R12:NewAccountLargeTransfer(age=10days),1,0,0,0,1,0,0,1,0,1,1,1,0,0
Aarav Shah,Canara Bank,debit,INR,Surat,Indore,iPhone,6514.55,70766.2,1,2,7982,4,663,0,0,0,1,0,0,grocery,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Agarwal,Union Bank,debit,INR,Chennai,Jaipur,MacBook,4703.39,52500.56,0,5,6220,33,662,0,0,0,1,0,0,education,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,ICICI,debit,INR,Patna,Patna,Desktop,14110,140638,8,28,3000.0,0,134,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(8txns/hr) | R07:NewDeviceDetected(Desktop) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R13:HighDailyVolume(28txns),0,0,0,1,0,0,1,1,0,0,0,0,1,0
Karan Joshi,Bank of Baroda,debit,INR,Chandigarh,Delhi,Linux Desktop,3298.02,42836.08,1,0,6343,16,504,0,0,0,1,0,0,food,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shreya Bose,Bank of Baroda,debit,INR,Surat,Surat,MacBook,63195,100078,3,8,2000.0,0,18,0,0,1,0,0,1,gambling,IMPS,DATACENTER,10.0,CRITICAL,1,R01:HighAmount(=63195) | R05:GamblingMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(63195) | R11:AmountSpike(32xAvg) | R12:NewAccountLargeTransfer(age=18days),1,0,0,0,1,0,0,1,0,1,1,1,0,0
Priya Singh,PNB,debit,INR,Noida,Gurgaon,Android,2971.02,37669.08,2,1,5941,25,2301,0,0,0,1,0,0,electronics,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Verma,IndusInd,debit,INR,Bhubaneswar,Nagpur,MacBook,5717.94,35924.76,1,2,7048,28,1590,0,0,0,1,0,0,healthcare,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Verma,ICICI,debit,INR,Bhopal,Gurgaon,iPad,8327.37,40856.48,0,3,7115,35,1909,0,0,0,1,0,0,travel,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjali Desai,Yes Bank,debit,INR,Bhopal,Indore,Desktop,4196.68,65105.72,1,4,4790,44,2169,0,0,0,1,0,0,education,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Tiwari,Axis,debit,INR,Hyderabad,Lucknow,Web,6002.76,61407.04,1,0,7861,13,1046,0,0,0,1,0,0,insurance,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,Federal Bank,debit,INR,Mumbai,Mumbai,iPhone,6196.63,63086.52,1,1,7045,2,1231,0,0,0,1,0,0,entertainment,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Reddy,Union Bank,debit,INR,Chandigarh,Noida,Linux Desktop,1693.72,15250.88,1,5,3246,22,2310,0,0,0,1,0,0,entertainment,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anjali Desai,Canara Bank,debit,INR,Bhubaneswar,Noida,Linux Desktop,6277.15,34335.6,1,2,7023,18,2090,0,0,0,1,0,0,electronics,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Agarwal,RBL Bank,debit,INR,Chennai,Chennai,Android,43580,61012,1,2,4358,0,739,0,0,0,1,0,1,electronics,NEFT,CLEAN,4.5,MEDIUM,0,R10:NewReceiverHighAmount(43580) | R11:AmountSpike(10xAvg),0,0,0,0,0,0,0,0,0,1,1,0,0,0
Rohan Gupta,ICICI,debit,INR,Bhubaneswar,Mumbai,Smart TV,4124.16,55865.64,0,0,4289,26,696,0,0,0,1,0,0,travel,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhishek Nair,RBL Bank,debit,INR,Bhopal,Indore,MacBook,1992.79,55315.16,0,4,1807,20,1020,0,0,0,1,0,0,travel,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shreya Bose,IDBI,debit,JPY,Toronto,Mumbai,iPhone,52095,342981,2,5,8000.0,4512,1107,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=52095) | R02:OddHours(hour=3) | R06:ImpossibleTravel(4512km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=JPY) | R11:AmountSpike(7xAvg),1,1,0,0,0,1,1,1,1,0,1,0,0,0
Shreya Bose,SBI,debit,INR,Patna,Kolkata,Web,2350.16,56160.64,2,4,7329,43,1278,0,0,0,1,0,0,insurance,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,Union Bank,debit,INR,Bangalore,Bangalore,Smart TV,5692,166983,12,28,3000.0,0,134,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R02:OddHours(hour=1) | R04:RapidFire(12txns/hr) | R07:NewDeviceDetected(Smart TV) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R13:HighDailyVolume(28txns),0,1,0,1,0,0,1,1,0,0,0,0,1,0
Nikhil Bansal,Canara Bank,debit,INR,Chennai,Delhi,Linux Desktop,4940.03,32084.12,2,0,7439,7,1890,0,0,0,1,0,0,retail,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,PNB,debit,INR,Noida,Bhopal,ATM,4250.35,22250.4,1,0,7173,50,379,0,0,0,1,0,0,utilities,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meera Nair,Yes Bank,debit,INR,Bhubaneswar,Bhubaneswar,MacBook,37111,128082,3,8,2000.0,0,9,0,0,1,0,0,1,crypto,IMPS,DATACENTER,10.0,CRITICAL,1,R05:CryptoMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(37111) | R11:AmountSpike(19xAvg) | R12:NewAccountLargeTransfer(age=9days),0,0,0,0,1,0,0,1,0,1,1,1,0,0
Rohan Gupta,PNB,debit,INR,Chandigarh,Mumbai,iPhone,15034,150746,5,24,4000.0,1373,272,1,1,1,0,0,0,retail,UPI,PROXY,10.0,CRITICAL,1,R04:FrequentTxns(5txns/hr) | R06:ImpossibleTravel(1373km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:AnonymousProxy | R13:HighDailyVolume(24txns),0,0,0,1,0,1,1,1,0,0,0,0,1,0
Tanmay Kulkarni,HDFC,debit,USD,Toronto,Delhi,iPhone,70000.0,71400.0,10,26,5000.0,2191,7,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=70000) | R02:OddHours(hour=2) | R03:BalanceDrain(=98%) | R04:RapidFire(10txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(2191km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(70000) | R11:AmountSpike(14xAvg) | R12:NewAccountLargeTransfer(age=7days) | R13:HighDailyVolume(26txns) | R14:RoundAmountStructuring(70000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
